Date,ETo,ETo_30m
2021-03-15,1.6951605081558228,2.9000000000000004
2021-03-16,2.058307409286499,2.9000000000000004
2021-03-17,1.9396388530731201,2.3000000000000003
2021-03-18,2.6052799224853516,2.7
2021-03-19,1.3334842920303345,3.5
2021-03-20,2.797131299972534,3.6
2021-03-21,3.1760096549987793,4.2
2021-03-22,2.6619479656219482,4.3
2021-03-23,4.105803966522217,4.1000000000000005
2021-03-24,3.013214349746704,4.3
2021-03-25,2.7563140392303467,4.2
2021-03-26,3.548563241958618,4.1000000000000005
2021-03-27,3.4686789512634277,4.5
2021-03-28,3.7295684814453125,4.7
2021-03-29,4.3076066970825195,4.800000000000001
2021-03-30,4.25909423828125,4.7
2021-03-31,3.869471788406372,5.300000000000001
2021-04-01,4.232569694519043,5.2
2021-04-02,4.762932777404785,5.1000000000000005
2021-04-03,4.381702899932861,4.4
2021-04-04,3.665940284729004,4.1000000000000005
2021-04-05,3.8637800216674805,4.1000000000000005
2021-04-06,3.7737462520599365,4.2
2021-04-07,4.792863845825195,4.3
2021-04-08,4.8102312088012695,5.0
2021-04-09,4.55602502822876,5.1000000000000005
2021-04-10,4.567536354064941,4.9
2021-04-11,4.445121765136719,4.800000000000001
2021-04-12,4.47108268737793,4.800000000000001
2021-04-13,4.757773399353027,5.0
2021-04-14,3.7355542182922363,4.9
2021-04-15,4.27968168258667,5.1000000000000005
2021-04-16,4.791501998901367,5.2
2021-04-17,5.055419445037842,5.5
2021-04-18,5.346180438995361,5.800000000000001
2021-04-19,5.4357075691223145,5.9
2021-04-20,5.212932109832764,5.5
2021-04-21,4.390292167663574,4.4
2021-04-22,4.773081302642822,4.800000000000001
2021-04-23,4.623561382293701,4.9
2021-04-24,4.658878803253174,4.6000000000000005
2021-04-25,3.0755865573883057,4.2
2021-04-26,4.2826924324035645,4.4
2021-04-27,4.857455730438232,5.7
2021-04-28,4.8998703956604,6.300000000000001
2021-04-29,4.8998703956604,6.300000000000001
2021-04-30,5.900794506072998,6.300000000000001
2021-05-01,6.191258430480957,6.5
2021-05-02,6.608755111694336,6.9
2021-05-03,6.597076892852783,7.0
2021-05-04,5.785778522491455,6.800000000000001
2021-05-05,5.905385494232178,6.5
2021-05-06,6.7544732093811035,6.800000000000001
2021-05-07,5.757651329040527,6.800000000000001
2021-05-08,6.678936958312988,7.800000000000001
2021-05-09,6.575428009033203,7.4
2021-05-10,6.875579833984375,6.9
2021-05-11,6.0220417976379395,6.9
2021-05-12,6.4235992431640625,6.7
2021-05-13,6.829354763031006,6.4
2021-05-14,6.418402194976807,6.1000000000000005
2021-05-15,5.116436958312988,5.5
2021-05-16,5.0184736251831055,6.0
2021-05-17,5.833730220794678,5.7
2021-05-18,6.800505638122559,6.7
2021-05-19,6.503785133361816,6.800000000000001
2021-05-20,5.862037658691406,7.1000000000000005
2021-05-21,5.90703010559082,6.4
2021-05-22,5.37385368347168,6.300000000000001
2021-05-23,5.43141508102417,6.5
2021-05-24,6.074855327606201,6.7
2021-05-25,6.605363368988037,6.7
2021-05-26,6.428018569946289,6.800000000000001
2021-05-27,6.7904157638549805,6.800000000000001
2021-05-28,6.361117839813232,6.0
2021-05-29,6.667562484741211,6.5
2021-05-30,6.386360168457031,7.0
2021-05-31,6.812048435211182,7.1000000000000005
2021-06-01,7.076587200164795,7.2
2021-06-02,7.4806718826293945,7.0
2021-06-03,7.047536373138428,7.0
2021-06-04,7.20006799697876,7.1000000000000005
2021-06-05,6.745690822601318,7.0
2021-06-06,7.058411598205566,7.0
2021-06-07,6.733076572418213,6.0
2021-06-08,5.882176399230957,6.4
2021-06-09,5.788171768188477,6.4
2021-06-10,6.14417028427124,6.5
2021-06-11,6.385343074798584,6.9
2021-06-12,6.631117820739746,7.0
2021-06-13,7.072132587432861,6.9
2021-06-14,6.96506929397583,6.9
2021-06-15,8.008210182189941,7.1000000000000005
2021-06-16,6.723844528198242,7.2
2021-06-17,6.957789897918701,7.5
2021-06-18,7.487201690673828,7.6000000000000005
2021-06-19,7.7096099853515625,7.4
2021-06-20,7.6844329833984375,7.4
2021-06-21,7.858642578125,7.4
2021-06-22,6.526603698730469,7.2
2021-06-23,7.024382591247559,7.2
2021-06-24,6.679734706878662,7.2
2021-06-25,6.907017707824707,7.1000000000000005
2021-06-26,7.197464942932129,7.300000000000001
2021-06-27,7.906890392303467,7.2
2021-06-28,8.100106239318848,7.2
2021-06-29,7.258333206176758,7.0
2021-06-30,7.901777744293213,7.0
2021-07-01,7.212277412414551,6.9
2021-07-02,7.520095348358154,6.9
2021-07-03,7.005810260772705,6.6000000000000005
2021-07-04,7.52365255355835,6.800000000000001
2021-07-05,7.507775783538818,6.9
2021-07-06,7.767280578613281,7.0
2021-07-07,7.111112117767334,7.0
2021-07-08,7.291169166564941,7.2
2021-07-09,7.864665985107422,7.4
2021-07-10,8.126477241516113,7.6000000000000005
2021-07-11,8.231620788574219,7.6000000000000005
2021-07-12,7.709700584411621,7.0
2021-07-13,7.125176429748535,6.7
2021-07-14,6.701523780822754,6.7
2021-07-15,6.942073345184326,6.7
2021-07-16,6.5953474044799805,6.5
2021-07-17,6.6822733879089355,6.7
2021-07-18,6.410219192504883,5.5
2021-07-19,7.103764533996582,6.7
2021-07-20,7.512824535369873,7.0
2021-07-21,7.078566074371338,7.1000000000000005
2021-07-22,7.078566074371338,7.1000000000000005
2021-07-23,6.932985305786133,6.9
2021-07-24,7.130495071411133,6.800000000000001
2021-07-25,7.3955302238464355,6.7
2021-07-26,6.887060165405273,6.5
2021-07-27,7.943426132202148,6.7
2021-07-28,7.081965923309326,6.6000000000000005
2021-07-29,7.316869258880615,6.7
2021-07-30,7.655054092407227,6.9
2021-07-31,6.924701690673828,6.800000000000001
2021-08-01,7.288857936859131,6.800000000000001
2021-08-02,6.798829078674316,6.800000000000001
2021-08-03,7.161848068237305,6.7
2021-08-04,7.997752666473389,7.1000000000000005
2021-08-05,7.149337291717529,6.1000000000000005
2021-08-06,5.664267063140869,6.1000000000000005
2021-08-07,5.3773674964904785,5.5
2021-08-08,6.2025299072265625,6.1000000000000005
2021-08-09,6.431632995605469,6.300000000000001
2021-08-10,6.751789093017578,6.4
2021-08-11,7.32867956161499,6.7
2021-08-12,6.766490936279297,6.300000000000001
2021-08-13,6.580587863922119,6.2
2021-08-14,5.907568454742432,5.9
2021-08-15,5.865916728973389,5.9
2021-08-16,5.95385217666626,5.6000000000000005
2021-08-17,6.128117561340332,5.800000000000001
2021-08-18,5.347919940948486,5.300000000000001
2021-08-19,4.502453804016113,5.300000000000001
2021-08-20,4.83537483215332,4.7
2021-08-21,5.431132793426514,5.300000000000001
2021-08-22,5.158106803894043,5.300000000000001
2021-08-23,5.477127552032471,5.5
2021-08-24,5.574877738952637,5.6000000000000005
2021-08-25,5.426642417907715,5.800000000000001
2021-08-26,5.901655673980713,6.1000000000000005
2021-08-27,5.0513529777526855,6.0
2021-08-28,5.28273868560791,6.1000000000000005
2021-08-29,5.950834274291992,6.1000000000000005
2021-08-30,6.243370056152344,6.0
2021-08-31,6.302888870239258,5.9
2021-09-01,5.507786750793457,5.7
2021-09-02,4.784021854400635,5.300000000000001
2021-09-03,4.843108654022217,5.2
2021-09-04,5.194945812225342,5.300000000000001
2021-09-05,5.512299537658691,5.9
2021-09-06,5.73606538772583,5.9
2021-09-07,6.7286272048950195,5.9
2021-09-08,6.0479536056518555,5.800000000000001
2021-09-09,5.380438804626465,5.800000000000001
2021-09-10,6.01800012588501,5.2
2021-09-11,5.301784992218018,5.1000000000000005
2021-09-12,5.360601902008057,5.6000000000000005
2021-09-13,4.797329425811768,5.6000000000000005
2021-09-14,4.7192277908325195,5.1000000000000005
2021-09-15,5.036257266998291,4.7
2021-09-16,4.772744178771973,4.5
2021-09-17,4.320209503173828,4.5
2021-09-18,4.360508441925049,4.3
2021-09-19,4.633935928344727,4.5
2021-09-20,3.8719398975372314,4.800000000000001
2021-09-21,3.7027106285095215,4.7
2021-09-22,4.722957134246826,4.800000000000001
2021-09-23,4.7910475730896,4.3
2021-09-24,3.8336575031280518,4.3
2021-09-25,4.3999433517456055,4.1000000000000005
2021-09-26,3.905632257461548,4.1000000000000005
2021-09-27,4.263672828674316,4.2
2021-09-28,4.710016250610352,4.2
2021-09-29,3.740077018737793,4.0
2021-09-30,3.1528983116149902,4.1000000000000005
2021-10-01,3.481238842010498,4.0
2021-10-02,3.2810218334198,3.9000000000000004
2021-10-03,2.8581056594848633,3.8000000000000003
2021-10-04,1.4937633275985718,3.6
2021-10-05,3.8288376331329346,3.8000000000000003
2021-10-06,3.276682138442993,3.4000000000000004
2021-10-07,3.6388704776763916,2.9000000000000004
2021-10-08,2.9355809688568115,2.9000000000000004
2021-10-09,2.5571253299713135,3.3000000000000003
2021-10-10,2.657130479812622,4.3
2021-10-11,4.009164810180664,4.4
2021-10-12,3.7196500301361084,4.5
2021-10-13,2.79488205909729,3.5
2021-10-14,2.920186996459961,3.4000000000000004
2021-10-15,2.664538860321045,3.4000000000000004
2021-10-16,2.7307136058807373,3.4000000000000004
2021-10-17,4.279520034790039,3.1
2021-10-18,2.032031297683716,3.0
2021-10-19,2.4881503582000732,2.8000000000000003
2021-10-20,2.747012138366699,2.4000000000000004
2021-10-21,2.687500238418579,2.0
2021-10-22,1.1101922988891602,2.4000000000000004
2021-10-23,2.234487295150757,2.2
2021-10-24,2.7341387271881104,2.1
2021-10-25,1.5352965593338013,2.0
2021-10-26,1.6845817565917969,2.0
2021-10-27,1.679237961769104,2.4000000000000004
2021-10-28,1.7445695400238037,2.3000000000000003
2021-10-29,1.7673357725143433,2.1
2021-10-30,1.8926687240600586,1.4000000000000001
2021-10-31,1.684067726135254,1.4000000000000001
2021-11-01,1.2080354690551758,1.2000000000000002
2021-11-02,1.7191333770751953,1.7000000000000002
2021-11-03,1.5795073509216309,2.0
2021-11-04,1.625983476638794,2.0
2021-11-05,1.6096855401992798,1.8
2021-11-06,1.7498078346252441,1.8
2021-11-07,1.6974670886993408,1.7000000000000002
2021-11-08,1.6208174228668213,1.8
2021-11-09,1.1286818981170654,1.6
2021-11-10,1.0290602445602417,1.6
2021-11-11,0.9477683305740356,1.6
2021-11-12,1.1468573808670044,1.7000000000000002
2021-11-13,0.587075412273407,1.5
2021-11-14,0.7048507332801819,1.4000000000000001
2021-11-15,0.7705817222595215,1.2000000000000002
2021-11-16,0.49259501695632935,1.0
2021-11-17,0.7687402367591858,1.0
2021-11-18,0.8239790797233582,1.1
2021-11-19,1.2072433233261108,1.2000000000000002
2021-11-20,0.769870936870575,1.5
2021-11-21,0.9781823754310608,1.5
2021-11-22,1.0481102466583252,1.4000000000000001
2021-11-23,1.1301586627960205,1.7000000000000002
2021-11-24,0.8576053977012634,1.6
2021-11-25,1.0146374702453613,1.4000000000000001
2021-11-26,0.9925622344017029,1.4000000000000001
2021-11-27,1.041184663772583,1.3
2021-11-28,1.1011899709701538,1.3
2021-11-29,1.0923177003860474,1.4000000000000001
2021-11-30,1.0486921072006226,1.3
2021-12-01,1.0334721803665161,1.3
2021-12-02,1.070033311843872,1.2000000000000002
2021-12-03,0.9105457663536072,0.9
2021-12-04,0.5176845788955688,0.5
2021-12-05,0.9886232614517212,0.5
2021-12-06,0.5836175680160522,0.6000000000000001
2021-12-07,0.36978068947792053,0.6000000000000001
2021-12-08,0.6151373386383057,0.6000000000000001
2021-12-09,0.5458962917327881,1.0
2021-12-10,0.7897329926490784,1.1
2021-12-11,0.7360316514968872,1.1
2021-12-12,0.7825543880462646,1.0
2021-12-13,1.1588882207870483,0.8
2021-12-14,0.36907705664634705,0.8
2021-12-15,1.2944817543029785,0.8
2021-12-16,1.1250594854354858,0.7000000000000001
2021-12-17,0.791691780090332,0.6000000000000001
2021-12-18,0.5260664820671082,0.6000000000000001
2021-12-19,0.4532792270183563,0.5
2021-12-20,0.357420414686203,0.4
2021-12-21,0.4785057008266449,0.4
2021-12-22,0.5800012350082397,0.2
2021-12-23,0.4358797073364258,0.5
2021-12-24,0.579390823841095,0.7000000000000001
2021-12-25,0.6274818778038025,0.7000000000000001
2021-12-26,0.6246353983879089,1.0
2021-12-27,0.32224878668785095,0.6000000000000001
2021-12-28,0.5918103456497192,0.6000000000000001
2021-12-29,0.5254926681518555,0.4
2021-12-30,0.7121580243110657,0.6000000000000001
2021-12-31,0.5071304440498352,0.6000000000000001
